total_cases;total_deaths;new_deaths;total_cases_per_million;new_cases_per_million;total_deaths_per_million;new_deaths_per_million;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;new_cases
0.492041674635759;-0.18930712248356152;-0.18367827785260124;-0.06939510142508871;-0.07125244908108866;-0.301258389879923;-0.34961737427545114;-0.4426302096344945;-0.4213449000170934;-0.06349103543847537;-0.4148140985803877;0.32633851166037386;0.1170440929294362;4.0677073020436385;0.1526500164617168;-0.3486487241990722;-0.18433157647104453;-0.8120830953568658;0.2180501966313961;0.5336881144789324;0.5557382535649106;-0.8998629217439136;0.8413996067487272;-0.9650723371199627;-0.5271318125741706;0.3390116360993126;0.3743371139227842
0.09440095201636049;0.02586312084810535;0.2056300855740047;0.6984388517286518;1.252691134613149;0.250740650515591;0.8193795569689324;0.07166142213324203;0.26988172906734104;-0.053902729208688875;0.2372011460353989;0.5358607964975687;-0.27724042643143176;-0.5418759411780949;1.1917228871356114;0.9979295878006351;0.6640322851834167;0.8697032426570078;-0.5840630266912399;-1.3981160670361439;0.16699717895926455;0.4344758000023097;-0.9193318603281365;0.2026906323730828;0.1623609278975884;1.212424543512574;0.1778007902112111
-0.556368560109917;-0.5309335536769194;-0.5117261781352836;-0.10227638078881802;0.21112813621829915;-0.3758705729691596;-0.46341339348610733;-0.25061763736446097;-0.23428064834862708;-0.41560738746275827;-0.25653937339087796;-0.38134143309115237;-0.43587638597865697;-0.34607646274814186;1.50123395499592;1.960828208076721;1.7806407202371928;1.2620314803459771;-0.8332632514128355;-1.245439911440611;0.7211599874396528;1.0475503478316555;-0.6992404269435286;0.907480533674481;-0.2770959836118845;1.7680638186542006;-0.5027843922553761
0.11676178587894885;0.7676702990532384;0.2401441202602595;3.670868102461629;1.7081361041382734;4.134402401815687;3.5750112391144353;-0.22106327458793756;-0.2778751533613769;-0.3743097787378394;-0.2761141975727879;0.9547527916443379;-0.39240035266270823;-0.45610417027376726;0.28529761697327805;0.7114910300675734;0.7819952602325131;0.4077308951320213;-0.6541505898941887;-1.2179241839885653;-0.6146205135988959;-0.5392308347854748;-0.9870523013695542;0.78504453131348;0.003247218557951725;1.1603914341347625;-0.23940349571442868
-0.5128267633641843;-0.4911348812755642;-0.45879075450648243;0.49882913347476404;0.7330021344802286;-0.00847569866067014;0.30369714448945595;1.3397754482026867;1.2109694563267028;-0.3332420343943821;1.2376722058282417;1.5616887807912716;-0.4310534772825243;0.45338772976440833;0.1747579498803106;1.3292893215619443;1.5568342538769206;-0.16078406300390877;-0.7631756882098867;-0.919453584026921;0.75837987756147;-0.35891479130625553;-0.6202332457285411;1.1675138275222854;-0.1482896474797975;0.47466938554860444;-0.470624547961291
-0.5510052132033355;-0.5215983421342868;-0.4920858951656522;-0.7676261210362741;-0.8692144923116065;-0.42372183270909614;-0.5236384900937809;-0.5547839545744613;-0.5446896701523737;-0.28500430691847356;-0.5338793135584267;0.21775935157161136;-0.05523177290520868;-0.3125546375109249;-1.5496608567699817;-1.1794262385097236;-1.153082309922186;-1.1221469535886195;1.1447635323148297;-0.7489227786180609;0.17940380899987;-1.1162421739189767;-1.2015003646673774;-1.9903879301917555;-0.9059739776685438;-0.774125239518866;-0.4949862717397159
-0.337401412082592;-0.50253693932423;-0.48916961427236444;0.10017639120342393;-0.05834316046767917;-0.3656320853385721;-0.46069707607839533;0.32827297351432144;-0.06757203195727808;-0.28968711640672884;-0.11694154466851164;-1.7716133194301076;-0.34587229144630327;-0.23038500912476637;-1.262257722328266;-1.2539425422742287;-1.245998351912913;-0.6904731389344443;-1.383339136138393e-16;0.5363785411631327;-0.8544820277172731;-1.1523053826148206;-1.2466473253616561;-0.7268071410094548;-0.45136337955529604;-1.2442815492540895;-0.3652013123933052
3.8953410893434226;2.6612474494899754;3.025346574817288;-0.4401292500876971;-0.4177916993090842;-0.28800082772221375;-0.2969947518325573;-0.34023560919412577;-0.2521567019914214;4.353971772871042;-0.2616276304412215;0.5849176184165896;4.327523245228306;0.9918513987697063;0.30740555039187106;0.12223089746173593;-0.06152080792677958;-0.3104160576592182;0.7164506460745873;0.35888820226539114;1.3869824662854935;-0.5752940434813187;-0.5186525841664142;-0.020184136740705284;-0.7317065817251321;-0.2054776870327852;4.0323517340055774
-0.0719136289240772;0.18011349206383562;0.013579517028463238;-0.5925444625443117;-0.7176322904390321;-0.2694730355527049;-0.3575734518897555;-0.57891598984224;-0.5904177686644247;-0.18806479308604107;-0.5830258904799801;-0.9063659141652337;0.4941021308876754;-0.1586215702355407;0.5505928179963997;-0.2318536665256282;-0.3531963832194087;0.5126045026516789;-0.4906129424206415;1.0324287404289207;-0.2961836758900156;-0.25072516521872396;2.6134178139991597;0.15755047180205847;-0.34528757332887156;0.17733733196111245;-0.16430979764924594
-0.3183314787039319;-0.49985666191972655;-0.4623735135416382;0.8059781938730387;1.618006293534936;-0.3138779135943332;-0.2691565166245267;3.9527233604339855;3.920575535750119;0.26224829192349647;3.9377408441311292;0.5495248961087217;-0.3884728136693517;-0.6836281785125844;0.8379959524381152;0.6517722901711969;0.9169255125146987;2.736359541597537;-0.926713335683434;2.4101940219146245;0.030524248512601628;1.2639296000067186;0.75110568536017;1.486359174905941;3.9432057355394328;0.526702494926416;-0.23100666612450368
-0.5321409253067888;-0.5004965051851002;-0.4865282869713555;-0.6870146930420952;-0.7622158786133633;-0.39095977627630885;-0.490881952360544;-0.4852707870539002;-0.48535270499613087;-0.3411285488384414;-0.4806621309965983;1.1299065221105524;-0.2672334608865709;-0.3791338608053433;-1.5054449899327949;-1.623353154553583;-1.5853438965746973;-0.9038473291082456;1.931301741592366;-0.34866066328230283;-1.7022684138253303;-0.8277365043522259;-0.529939324339984;-1.3529645629405154;-0.07252121446092297;-0.7555419861696462;-0.48194815503501603
0.7134549371295742;3.1070798504595047;2.8993086174515637;0.32661011046638383;0.3101595892408166;1.3151043676715808;2.0020866583244303;-0.49901274932612244;-0.5189135540932478;-0.24421371500129685;-0.5124487720993326;-2.617425288012173;-0.0068353497859959915;-0.45797320648602474;0.5505928179963997;0.5809553773737243;0.6713039754261688;1.5751054894362724;-0.7398131671422372;-1.0807902453538247;2.4911725398994022;1.227866391310875;-0.4735056234721359;1.060468252158003;-0.08767490106469791;0.796159668490082;0.49369416348388095
-0.5835150614003944;-0.5324800166701147;-0.5154445742527619;-0.794116399110712;-0.9249346690379067;-0.4277728085964235;-0.5426687848318341;-0.5806402664771576;-0.5927820209204072;-0.38627065722389103;-0.587156357967906;0.4001544335701867;-0.2650213877438517;-0.40028984039580584;0.5063769511592129;-0.01358959947073044;-0.2990626891900287;-0.45474101307624126;-0.4361003932627925;-0.5324657226619679;-1.0033615882045415;1.0114871391358116;0.3052794485041694;0.7335648896470327;-0.45136337955529604;-0.6756339967680087;-0.5384984243153542
-0.5083921320097669;-0.5307395740682;-0.5108422792695944;-0.49688624015892785;-0.5087433816109893;-0.4211060374423191;-0.5267084109510175;-0.3258940689102164;-0.2296098085258324;-0.3245910681908588;-0.22840430499486075;0.9681053468607727;-0.35258007046744505;0.06303857287673932;-0.4000483190031204;0.02710370116662333;-0.2247298555974473;-0.9989416189394541;0.23362521067649578;0.1200516879816352;0.09255739871563;2.1655098174028153;0.45200707076057434;-0.4695998809029841;-0.9059739776685438;0.00265475047846074;-0.4609664329892955
1.1099707471234983;0.2955009545621937;0.23977667923700124;0.05695626896080646;-0.0440934490619098;-0.1986530412569997;-0.21473373116587108;-0.36189879382554524;-0.3463808040956981;0.19101687066143405;-0.3420819536843006;0.20437116517806717;0.31176014634958277;0.2561458839948951;-0.7316673202820227;-0.6673248317876999;-0.5737709872495688;-0.5509872036637327;-0.6230005618039892;1.9236826081655458;0.5433316235243043;-0.25072516521872396;0.3899299998059417;-0.018007326966975604;-0.6786686786119199;-0.649617442079103;0.7252837162219234
-0.567682875132638;-0.5299578194878115;-0.5121591798691096;-0.4804347802761644;-0.5670544975152042;-0.3832263607017274;-0.4921838559701574;-0.11111712624873649;-0.03401118286016118;-0.39639310944212647;-0.04498760379188883;0.8573919706252016;-0.42881425965125364;-0.6441216615654115;-0.06842931772421809;0.327811338343952;0.2770167711524768;0.10442998191063638;-0.8021132233226361;-0.5655513003982462;0.5102472767493558;0.5426654260898413;-0.4622188832985661;0.7455946278702751;-0.1482896474797975;0.647493641696336;-0.5236279163413079
0.42894105009089506;-0.09717712534436788;0.05224244086536266;1.1166230982047851;2.589401428073642;0.02562705025678971;0.3772627348746499;0.7440757526738132;1.0664040805767507;0.38119203342021035;1.0221096924366289;0.06681929000044896;-0.2480490806108568;-0.5323193135958245;0.10843414962452998;-0.21864155592908455;-0.3531963832194087;0.703775438487946;0.5373379845559403;-0.551632233420484;-0.6270271436395017;1.660624895661001;0.19241204676847298;-0.6143004463882723;0.6245483693127235;-1.2331315972445582;0.8093160144054058
-0.5817823834352296;-0.5308615027571807;-0.5138701137188735;-0.715932519337241;-0.8646392551653274;-0.39661672577206225;-0.5190737910180993;-0.4455118416470917;-0.4928491145882704;-0.41967522975866783;-0.4870074868476149;-1.1129399475016803;-0.42484320632781325;-0.16752875493193561;-1.638092590444356;-1.5424950377027373;-1.5877677933222816;-1.174015152173929;2.8969526123885494;0.3339072569786253;-0.36648791278678133;-0.9359261304397575;-0.8798282697206428;-1.8943409726315812;-0.6029002455930453;-1.8073541257354033;-0.5368654500714302
-0.5670467372083942;-0.5132111023783984;-0.5128905497347027;-0.6026778563991096;-0.89824154767217;-0.3146571971892022;-0.5183665841190499;-0.21578986187948118;-0.3384807416793665;-0.3977272510173656;-0.3168202539755362;-0.9426028212845964;-0.41257922939377484;-0.42858214006943357;1.3022625542285788;1.1855415582715516;1.2805100246523249;0.4539384477352553;-0.7787507022549865;0.7670214832722798;0.61363586042107;-0.8637997130480697;2.0321506950603236;0.7106511025551419;0.6093946827089486;1.1027833487521852;-0.5379305655164434
-0.5845935776768186;-0.5354921401450279;-0.5159782585063881;-0.7996897461245978;-0.9256657261841461;-0.43118801895093706;-0.5435849392237843;-0.5768860459856779;-0.518394571890715;-0.2630168975366287;-0.4761126305751146;-0.5675298650218966;-0.11629388020837154;0.4545808922756678;1.280154620809985;0.7358013135652135;0.9920663116898081;-0.35445098544516285;-0.7787507022549865;-0.050401295167764815;-0.4285210629898101;-0.8998629217439136;0.9091200477901448;0.9840889618517016;0.8366999817655727;0.8612010552123477;-0.537472115392955
-0.5779114876603887;-0.5316918796263634;-0.5104905594371355;-0.7257566000424451;-0.7927023238298359;-0.4153841476469933;-0.508144229850974;-0.4462407404063978;-0.5227194235784878;-0.41210331021351854;-0.5161003448060497;-0.057772886528852804;-0.4020321699428821;-0.5475170322914539;-1.5938767236071685;-1.5514792729083868;-1.2993240803597648;-1.0927924090045027;0.732025660119687;0.6431173287457955;-2.157178181980873;-0.6834836695688503;0.05132779459885232;-0.8893422707812647;0.15478408459570095;-1.7237294856639205;-0.5271579887511145
